Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
747,Joe Hudson,33,NYM,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/2,,hudsojo03
748,Sam Huff,26,TEX,AL,0.0,3,4,3,0,0,0,0,0,0,0,0,1,2,.000,.250,.000,.250,-19,.172,0,0,0,0,0,0,0,/2H,,huffsa01
749,Cooper Hummel#,29,HOU,AL,-0.1,6,8,8,0,0,0,0,0,0,1,0,0,2,.000,.000,.000,.000,-100,.143,-42,0,1,0,0,0,0,/H7D,,hummeco01
750,Jacob Hurtubise*,26,CIN,NL,-0.1,29,68,54,7,10,1,1,0,4,2,0,6,18,.185,.297,.241,.538,51,.274,56,13,0,3,4,1,0,7/HD9,,hurtuja01
751,Kenley Jansen#,36,BOS,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,janseke01
752,Bryce Jarvis*,26,ARI,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,jarvibr01
753,Bryce Johnson#,28,SDP,NL,-0.3,47,73,63,9,13,2,0,0,4,1,1,7,12,.206,.286,.238,.524,49,.237,43,15,1,0,3,0,0,9H/78D,,johnsbr03
754,Daniel Johnson*,28,BAL,AL,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-127,0,0,0,0,0,0,/9H,,johnsda07
755,Levi Jordan,28,CIN,NL,-0.2,7,11,10,1,1,1,0,0,1,0,0,0,3,.100,.091,.200,.291,-23,.113,-52,2,0,0,0,1,0,/7H94,,jordale01
756,Jace Jung*,23,DET,AL,-0.4,32,90,77,14,19,5,0,0,3,0,1,13,29,.247,.356,.312,.667,93,.302,96,24,3,0,0,0,0,5/HD,,jungja01
757,DaShawn Keirsey*,27,MIN,AL,-0.1,4,11,10,0,1,0,0,0,0,0,0,0,1,.100,.182,.100,.282,-17,.137,-29,1,0,1,0,0,0,/8,,keirsda01
758,Tony Kemp*,32,BAL,AL,-0.2,5,10,9,1,0,0,0,0,0,0,0,1,1,.000,.100,.000,.100,-67,.069,-68,0,0,0,0,0,0,/4H7,,kempto01
759,Grae Kessinger,26,HOU,AL,-0.3,21,21,19,3,0,0,0,0,0,0,0,2,6,.000,.095,.000,.095,-69,.065,-76,0,1,0,0,0,0,/H456D13,,kessigr01
760,Craig Kimbrel,36,BAL,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,kimbrcr01
761,Bryan King,27,HOU,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,kingbr02
762,John King*,29,STL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,kingjo01
763,Tyler Kinley,33,COL,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,kinlety01
764,Andrew Kittredge,34,STL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,kittran01
765,Andrew Knapp#,32,SFG,NL,-0.1,3,6,6,0,1,0,0,0,0,0,0,0,2,.167,.167,.167,.333,-3,.133,-25,1,0,0,0,0,0,/2,,knappan01
766,Grant Koch,27,PIT,NL,-0.1,3,8,7,1,0,0,0,0,0,0,0,1,6,.000,.125,.000,.125,-61,.086,-67,0,0,0,0,0,0,/2H,,kochgr01
767,Matt Koch*,33,COL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,kochma01
768,Michael Kopech,28,CHW,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,kopecmi01
769,Peter Lambert,27,COL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,lambepe01
770,Jacob Latz,28,TEX,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,latzja01
771,Derek Law,33,WSN,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,lawde01
772,Justin Lawrence,29,COL,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,lawreju01
773,Kyle Leahy#,27,STL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,leahyky01
774,José Leclerc,30,TEX,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,leclejo01
775,Pedro León,26,HOU,AL,-0.3,7,21,20,2,2,0,0,0,0,2,0,1,10,.100,.143,.100,.243,-28,.141,-38,2,2,0,0,0,0,/9H,,leonpe01
776,Brandon Lockridge,27,SDP,NL,0.0,10,5,5,3,1,0,0,0,0,2,0,0,1,.200,.200,.200,.400,13,.257,-11,1,0,0,0,0,0,/7HD9,,lockrbr01
777,Jorge López,31,NYM,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,lopezjo02
778,Marco Luciano,22,SFG,NL,-0.5,27,81,76,10,16,5,1,0,3,0,1,5,28,.211,.259,.303,.562,62,.275,81,23,1,0,0,0,0,/46DH,,luciama01
779,Nathan Lukes*,29,TOR,AL,0.8,20,87,72,12,22,4,2,0,9,1,0,10,8,.306,.376,.417,.793,127,.348,125,30,1,0,2,3,0,7/98H,,lukesna01
780,Nick Madrigal,27,CHC,NL,-0.5,51,94,86,5,19,3,0,0,10,1,0,4,10,.221,.280,.256,.535,53,.246,48,22,2,3,1,0,0,54/HD,,madrini01
781,Joe Mantiply,33,ARI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,mantijo01
782,Cade Marlowe*,27,SEA,AL,-0.1,8,9,8,1,2,0,0,0,0,0,0,1,1,.250,.333,.250,.583,77,.275,82,2,1,0,0,0,0,/98HD,,marloca01
783,Orelvis Martínez,22,TOR,AL,0.0,1,3,3,0,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,92,.298,91,1,0,0,0,0,0,/4,,martior01
784,Justin Martínez,22,ARI,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,martiju01
785,Chris Martin,38,BOS,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,martich02
786,J.P. Martínez*,28,ATL,NL,0.0,7,10,10,2,2,1,0,0,0,1,0,0,4,.200,.200,.300,.500,37,.328,90,3,0,0,0,0,0,/H798D,,martijp01
787,Miles Mastrobuoni*,28,CHC,NL,-0.2,50,106,98,9,19,3,0,0,4,2,0,7,17,.194,.245,.224,.470,34,.219,28,22,1,0,0,1,0,H546/97D,,mastrmi01
788,Nick Maton*,27,BAL,AL,-0.1,5,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-120,0,0,0,0,0,0,/5H4D,,matonni01
789,Coby Mayo,22,BAL,AL,-0.7,17,46,41,4,4,0,0,0,0,0,0,4,22,.098,.196,.098,.293,-10,.153,-7,4,1,1,0,0,0,5/H3,,mayoco01
790,James McArthur,27,KCR,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,mcartja01
791,Mason McCoy,29,SDP,NL,-0.1,19,57,49,7,10,2,0,0,3,1,0,5,19,.204,.278,.245,.523,49,.240,37,12,2,0,3,0,0,6,,mccoyma01
792,Scott McGough,34,ARI,NL,0.0,2,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-136,0,0,0,0,0,0,1,,mcgousc01
793,Billy McKinney*,29,PIT,NL,0.0,10,28,25,4,5,1,0,0,2,0,0,2,13,.200,.286,.240,.526,49,.247,48,6,1,1,0,0,0,/79H8,,mckinbi01
794,Nick Mears,27,COL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,mearsni01
795,Trevor Megill*,30,MIL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,megiltr01
796,Julian Merryweather,32,CHC,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,merryju01
797,Matt Mervis*,26,CHC,NL,-0.4,9,28,26,1,3,1,0,0,3,0,0,1,8,.115,.148,.154,.302,-14,.138,-33,4,0,0,0,0,0,/D13H,,mervima01
798,Owen Miller,27,MIL,NL,-0.5,14,27,27,2,5,1,0,0,3,0,0,0,8,.185,.185,.222,.407,13,.175,-5,6,1,0,0,0,0,/3H415D,,milleow01
799,Hoby Milner*,33,MIL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,milneho01
800,Kameron Misner*,26,TBR,AL,-0.3,8,15,15,0,1,0,0,0,0,0,0,0,10,.067,.067,.067,.133,-61,.060,-80,1,0,0,0,0,0,/7H8,,misneka01
801,Yoán Moncada#,29,CHW,AL,0.3,12,45,40,4,11,3,1,0,0,1,0,5,11,.275,.356,.400,.756,117,.337,116,16,2,0,0,0,0,5/DH,,moncayo01
802,Omar Narváez*,32,NYM,NL,-1.0,28,69,65,4,10,2,0,0,5,0,0,3,12,.154,.191,.185,.376,9,.172,-1,12,2,0,1,0,0,2,,narvaom01
803,Carlos Narváez,25,NYY,AL,0.1,6,15,13,0,3,0,0,0,0,0,0,2,6,.231,.333,.231,.564,65,.270,69,3,0,0,0,0,0,/2H,,narvaca01
804,Héctor Neris,35,CHC,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,nerishe01
805,Nasim Nuñez#,23,WSN,NL,0.6,49,72,55,13,13,1,0,0,1,8,2,12,13,.236,.373,.255,.628,84,.336,109,14,1,0,5,0,0,6H/4D,,nunezna01
806,Jonathan Ornelas,24,TEX,AL,0.0,17,39,36,1,7,2,0,0,1,0,0,2,13,.194,.237,.250,.487,41,.219,33,9,0,0,1,0,0,/564H,,orneljo01
807,Rafael Ortega*,33,CHW,AL,-0.2,14,17,14,4,1,0,0,0,1,2,0,2,4,.071,.176,.071,.248,-24,.209,8,1,1,0,0,1,0,8/H9D,,ortegra01
808,Joel Payamps,30,MIL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,payamjo01
809,Elvis Peguero,27,MIL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,pegueel01
810,Liover Peguero,23,PIT,NL,0.0,2,6,6,0,1,1,0,0,2,0,0,0,1,.167,.167,.333,.500,35,.207,19,2,0,0,0,0,0,/6,,pegueli01
811,Zach Penrod*,27,BOS,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,penroza01
812,Jhonny Pereda,28,MIA,NL,-0.1,19,36,35,2,8,0,0,0,3,0,0,0,9,.229,.250,.229,.479,32,.241,38,8,2,1,0,0,0,2/H13,,peredjh01
813,Jace Peterson*,34,ARI,NL,-0.6,14,26,22,2,1,0,0,0,1,0,0,3,6,.045,.154,.045,.199,-40,.114,-48,1,1,0,0,1,0,/H64D5,,peterja01
814,Ryan Pressly,35,HOU,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,pressry01
815,A.J. Puk*,29,ARI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,pukaj01
816,José Quijada*,28,LAA,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,quijajo01
817,Zach Remillard,30,CHW,AL,0.2,15,39,33,3,8,1,1,0,1,1,0,5,10,.242,.342,.333,.675,96,.331,111,11,1,0,1,0,0,/456H78D,,remilza01
818,Anthony Rendon,34,LAA,AL,0.6,57,238,206,21,45,10,0,0,14,6,1,23,35,.218,.307,.267,.574,66,.283,75,55,4,5,0,4,0,5/D,,rendoan01
819,Pablo Reyes,30,2TM,2LG,-0.7,22,64,60,5,11,2,0,0,5,1,2,3,19,.183,.234,.217,.451,27,.196,20,13,1,1,0,0,0,5/4H361D,,reyespa01
820,Pablo Reyes,30,BOS,AL,-0.7,21,64,60,4,11,2,0,0,5,1,2,3,19,.183,.234,.217,.451,27,.196,20,13,1,1,0,0,0,5/436H1,,reyespa01
821,Pablo Reyes,30,NYM,NL,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/DH,,reyespa01
822,Edwin Ríos*,30,CIN,NL,-0.1,5,10,9,1,1,0,0,0,0,0,0,1,4,.111,.200,.111,.311,-11,.159,-19,1,0,0,0,0,0,/3H,,riosed01
823,Leo Rivas#,26,SEA,AL,0.3,41,85,72,9,17,1,1,0,8,3,0,10,24,.236,.337,.278,.615,86,.293,89,20,1,1,2,0,0,6H4/D15,,rivasle01
824,David Robertson,39,TEX,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,roberda08
825,Chuckie Robinson,29,CHW,AL,-0.4,25,72,67,2,9,0,0,0,0,0,0,4,19,.134,.194,.134,.329,-3,.171,0,9,1,1,0,0,0,2/H,,robinch04
826,Yerry Rodríguez,26,TEX,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,rodriye01
827,Johnathan Rodríguez,24,CLE,AL,-0.4,13,40,31,6,4,1,0,0,5,0,0,9,14,.129,.325,.161,.486,45,.250,55,5,1,0,0,0,0,9/H7D,,rodrijo10
828,Chris Roller,27,MIL,NL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-136,0,0,0,0,0,0,/8H,,rollech01
829,JoJo Romero*,27,STL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,romerjo01
830,Drew Romo#,22,COL,NL,-0.3,14,49,47,4,8,3,0,0,6,0,1,2,17,.170,.204,.234,.438,19,.183,3,11,2,0,0,0,0,2/DH,,romodr01
831,Blake Sabol*,26,SFG,NL,0.3,11,38,32,3,10,2,0,0,1,0,0,5,9,.313,.421,.375,.796,133,.349,131,12,0,1,0,0,1,/2DH,,sabolbl01
832,César Salazar*,28,HOU,AL,0.2,12,32,25,5,8,2,0,0,8,0,0,2,6,.320,.387,.400,.787,128,.344,125,10,0,2,1,2,0,2/DH,,salazce01
833,Alí Sánchez,27,MIA,NL,-0.6,31,96,84,5,14,2,0,0,4,2,1,4,24,.167,.211,.190,.402,11,.194,-1,16,2,1,6,1,0,2/H,,sanchal04
834,Javier Sanoja,21,MIA,NL,0.1,14,32,31,3,8,2,0,0,2,0,0,1,3,.258,.281,.323,.604,64,.264,55,10,2,0,0,0,0,/8H647D,,sanojja01
835,Brian Serven,29,TOR,AL,0.2,28,71,63,6,10,4,0,0,3,0,0,5,22,.159,.243,.222,.465,35,.229,40,14,0,2,1,0,0,2/H,,servebr01
836,Paul Sewald,34,ARI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,sewalpa01
837,Zack Short,29,3TM,2LG,-0.1,42,88,70,11,9,3,0,0,5,2,1,14,24,.129,.282,.171,.454,32,.239,42,12,0,1,3,0,0,5H6/4D,,shortza01
838,Zack Short,29,2TM,NL,0.1,40,81,63,11,9,3,0,0,5,2,1,14,20,.143,.308,.190,.498,45,.260,57,12,0,1,3,0,0,5H6/4D,,shortza01
839,Zack Short,29,NYM,NL,-0.1,10,12,9,2,1,0,0,0,0,0,1,2,4,.111,.273,.111,.384,16,.162,19,1,0,0,1,0,0,/H546D,,shortza01
840,Zack Short,29,BOS,AL,-0.2,2,7,7,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,.000,-130,0,0,0,0,0,0,/45,,shortza01
841,Zack Short,29,ATL,NL,0.2,30,69,54,9,8,3,0,0,5,2,0,12,16,.148,.313,.204,.517,49,.276,63,11,0,1,2,0,0,56/H4D,,shortza01
842,Chase Shugart*,27,BOS,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,shugach01
843,Lucas Sims,30,CIN,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,simslu01
844,Kevin Smith,27,NYY,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/HD,,smithke05
845,Nick Sogard#,26,BOS,AL,0.4,30,82,73,13,20,4,0,0,8,3,0,7,24,.274,.329,.329,.658,85,.303,81,24,4,0,0,2,0,4/65H3,,sogarni01
846,Liván Soto*,24,2TM,2LG,0.1,13,16,13,1,3,1,0,0,0,0,0,3,3,.231,.375,.308,.683,102,.318,108,4,0,0,0,0,0,/456DH,,sotoli01
847,Liván Soto*,24,CIN,NL,-0.1,1,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-135,0,0,0,0,0,0,/D,,sotoli01
848,Liván Soto*,24,BAL,AL,0.2,12,13,10,1,3,1,0,0,0,0,0,3,2,.300,.462,.400,.862,157,.392,164,4,0,0,0,0,0,/456DH,,sotoli01
849,Ryne Stanek,32,SEA,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,stanery01
850,Michael Stefanic,28,LAA,AL,-0.4,38,117,105,7,22,3,0,0,7,0,0,8,20,.210,.284,.238,.523,51,.241,47,25,5,3,1,0,0,4/HD15,,stefami01
851,Cal Stevenson*,27,PHI,NL,0.0,18,27,24,2,6,3,0,0,6,0,0,3,4,.250,.333,.375,.708,99,.311,96,9,1,0,0,0,0,8/H97,,steveca01
852,Myles Straw,29,CLE,AL,-0.1,7,4,4,2,1,0,0,0,0,2,0,0,0,.250,.250,.250,.500,44,.347,38,1,0,0,0,0,0,/8HD,,strawmy01
853,Albert Suárez,34,BAL,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,suareal01
854,Samad Taylor,25,SEA,AL,0.1,3,5,5,2,2,0,0,0,0,0,0,0,1,.400,.400,.400,.800,139,.338,129,2,0,0,0,0,0,/78H,,taylosa04
855,Bryce Teodosio,25,LAA,AL,-0.2,5,12,12,1,1,0,0,0,0,0,0,0,5,.083,.083,.083,.167,-52,.141,-24,1,0,0,0,0,0,/8DH,,teodobr01
856,Bubba Thompson,26,CIN,NL,-0.3,17,18,18,5,2,1,0,0,0,5,0,0,11,.111,.111,.167,.278,-25,.186,-46,3,1,0,0,0,0,8/HD,,thompbu01
857,Ryan Thompson,32,ARI,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,thompry02
858,Trent Thornton,30,SEA,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,thorntr01
859,Taylor Trammell*,26,2TM,2LG,-0.2,10,8,7,2,1,0,0,0,0,0,0,1,3,.143,.250,.143,.393,17,.198,16,1,0,0,0,0,0,/H79D,,trammta01
860,Taylor Trammell*,26,LAD,NL,-0.2,5,6,6,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,.000,-123,0,0,0,0,0,0,/H79,,trammta01
861,Taylor Trammell*,26,NYY,AL,-0.1,5,2,1,2,1,0,0,0,0,0,0,1,0,1.000,1.000,1.000,2.000,472,.790,435,1,0,0,0,0,0,/H79D,,trammta01
862,Alan Trejo,28,COL,NL,-0.6,28,67,63,4,9,0,0,0,1,0,0,2,15,.143,.182,.143,.325,-10,.154,-28,9,2,1,1,0,0,4/5H6D,,trejoal01
863,Chadwick Tromp,29,ATL,NL,0.2,19,54,52,3,13,6,0,0,6,0,0,1,17,.250,.259,.365,.625,72,.282,73,19,2,0,0,1,0,2,,trompch01
864,Cole Tucker#,27,LAA,AL,-0.5,24,57,50,3,9,4,1,0,3,3,1,6,17,.180,.263,.300,.563,60,.255,55,15,0,0,0,1,0,/5D7H1,,tuckeco01
865,José Ureña,32,TEX,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,urenajo01
866,Luis Vázquez,24,CHC,NL,-0.2,10,10,8,2,0,0,0,0,1,0,0,0,4,.000,.100,.000,.100,-68,.072,-75,0,1,1,0,1,0,/65H4,,vazqulu01
867,Victor Vodnik,24,COL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,vodnivi01
868,Jason Vosler*,30,SEA,AL,-0.1,10,30,28,2,5,1,1,0,3,0,0,2,9,.179,.233,.286,.519,53,.229,50,8,0,0,0,0,0,/3DH79,,vosleja01
869,Austin Voth,32,SEA,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,vothau01
870,Tyler Wade*,29,SDP,NL,-0.5,88,149,131,28,30,3,0,0,8,8,1,11,29,.229,.299,.252,.551,57,.262,52,33,0,2,4,0,0,H5467/9D8,,wadety01
871,Forrest Wall*,28,2TM,NL,0.0,16,35,32,4,8,0,0,0,1,4,3,3,8,.250,.314,.250,.564,60,.235,51,8,0,0,0,0,0,7/H9,,wallfo01
872,Forrest Wall*,28,ATL,NL,0.0,13,32,29,3,7,0,0,0,1,3,3,3,6,.241,.313,.241,.554,58,.222,49,7,0,0,0,0,0,7/9H,,wallfo01
873,Forrest Wall*,28,MIA,NL,0.0,3,3,3,1,1,0,0,0,0,1,0,0,2,.333,.333,.333,.667,83,.379,82,1,0,0,0,0,0,/H9,,wallfo01
874,Drew Waters#,25,KCR,AL,0.0,7,19,16,2,3,1,0,0,1,0,0,2,6,.188,.316,.250,.566,63,.265,63,4,0,1,0,0,0,/97H,,waterdr01
875,Jacob Webb,30,BAL,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,webbja01
876,Joey Wendle*,34,NYM,NL,-0.1,18,37,36,3,8,1,0,0,1,1,0,1,9,.222,.243,.250,.493,42,.225,34,9,0,0,0,0,0,/456,,wendljo01
877,Shay Whitcomb,25,HOU,AL,-0.4,20,46,41,1,9,3,0,0,5,0,0,5,8,.220,.304,.293,.597,73,.270,72,12,1,0,0,0,0,5/H4,,whitcsh01
878,Mitch White,29,MIL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,whitemi03
879,Owen White,24,TEX,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,whiteow01
880,Joey Wiemer,25,2TM,NL,-0.2,21,28,26,2,4,0,0,0,0,1,1,2,9,.154,.214,.154,.368,5,.165,-6,4,0,0,0,0,0,7/H89D,,wiemejo01
881,Joey Wiemer,25,MIL,NL,-0.2,19,27,26,2,4,0,0,0,0,1,1,1,9,.154,.185,.154,.339,-4,.145,-19,4,0,0,0,0,0,7/H89D,,wiemejo01
882,Joey Wiemer,25,CIN,NL,0.0,2,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,,.691,373,0,0,0,0,0,0,/789,,wiemejo01
883,Luke Williams,27,ATL,NL,0.2,34,52,46,8,9,3,0,0,4,3,0,4,13,.196,.275,.261,.535,51,.277,59,12,1,1,1,0,0,H/45D716,,willilu01
884,Alika Williams,25,PIT,NL,-0.2,37,96,87,13,18,4,2,0,5,1,0,3,22,.207,.242,.299,.541,50,.249,45,26,0,1,5,0,0,46/H,,willial04
885,Justin Wilson*,36,CIN,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,wilsoju10
886,Jacob Wilson,22,OAK,AL,-0.3,27,99,88,11,21,2,2,0,3,0,0,8,10,.239,.306,.307,.613,80,.274,77,27,4,1,1,1,0,6/H,,wilsoja05
887,Josh Winckowski,26,BOS,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,winckjo01
888,Austin Wynns,33,CIN,NL,0.4,7,20,19,3,7,4,0,0,2,0,0,0,5,.368,.400,.579,.979,164,.409,161,11,0,1,0,0,0,/2H,,wynnsau01
889,Eric Yang,26,CIN,NL,,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-145,0,0,0,0,0,0,/H,,yanger01
890,Kirby Yates*,37,TEX,AL,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,AS,yateski01
891,Alex Young*,30,CIN,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,youngal01
892,Guillo Zuñiga,25,LAA,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,zuniggu01
,League Average,,,,,,,,,,,,,,,,,,.243,.312,.400,.712,100,.316,100,,,,,,,,,-9999
